epoch,step,train_acc,train_loss,val_acc,val_loss
0,0,0.25,0.7360750436782837,,
0,1,0.34375,0.7140335440635681,,
0,2,0.53125,0.6918796300888062,,
0,3,0.3125,0.6964614987373352,,
0,4,0.75,0.6803715229034424,,
0,5,0.6875,0.6684906482696533,,
0,6,0.625,0.6698096394538879,,
0,7,0.65625,0.6537287831306458,,
0,8,0.625,0.6618534326553345,,
0,9,0.75,0.5941835641860962,,
0,10,0.5625,0.7027793526649475,,
0,11,0.625,0.6659311652183533,,
0,12,0.71875,0.5961526036262512,,
0,13,0.65625,0.6471675634384155,,
0,14,0.4166666567325592,0.8604955673217773,,
0,14,,,0.649350643157959,0.6546813249588013
1,15,0.78125,0.5377525091171265,,
1,16,0.59375,0.7042334079742432,,
1,17,0.625,0.6747719049453735,,
1,18,0.46875,0.8103364706039429,,
1,19,0.8125,0.5169326663017273,,
1,20,0.75,0.5697174072265625,,
1,21,0.71875,0.5940585732460022,,
1,22,0.5,0.7609365582466125,,
1,23,0.5625,0.7090523838996887,,
1,24,0.625,0.6625290513038635,,
1,25,0.71875,0.6008685231208801,,
1,26,0.65625,0.6402332782745361,,
1,27,0.65625,0.6395561695098877,,
1,28,0.71875,0.6079795360565186,,
1,29,0.5,0.727794349193573,,
1,29,,,0.649350643157959,0.6434966325759888
2,30,0.75,0.5903873443603516,,
2,31,0.5,0.7215169668197632,,
2,32,0.53125,0.6982748508453369,,
2,33,0.71875,0.6127524375915527,,
2,34,0.75,0.5965356230735779,,
2,35,0.625,0.6583564877510071,,
2,36,0.625,0.654427170753479,,
2,37,0.75,0.5925244092941284,,
2,38,0.625,0.6520742177963257,,
2,39,0.625,0.6488643884658813,,
2,40,0.75,0.5831854343414307,,
2,41,0.59375,0.6622066497802734,,
2,42,0.65625,0.6314331293106079,,
2,43,0.65625,0.6233363151550293,,
2,44,0.5833333134651184,0.667227029800415,,
2,44,,,0.649350643157959,0.6181639432907104
3,45,0.5,0.7229673862457275,,
3,46,0.75,0.5555824041366577,,
3,47,0.71875,0.5648868083953857,,
3,48,0.71875,0.5855129957199097,,
3,49,0.5625,0.6611497402191162,,
3,50,0.78125,0.4943290948867798,,
3,51,0.59375,0.6407029032707214,,
3,52,0.5625,0.6420289278030396,,
3,53,0.65625,0.6008830070495605,,
3,54,0.625,0.5550732016563416,,
3,55,0.625,0.5683488845825195,,
3,56,0.71875,0.4747360348701477,,
3,57,0.75,0.47004467248916626,,
3,58,0.53125,0.6637661457061768,,
3,59,0.75,0.41284820437431335,,
3,59,,,0.7532467246055603,0.4820997416973114
4,60,0.65625,0.7070263028144836,,
4,61,0.71875,0.5208772420883179,,
4,62,0.90625,0.3475281596183777,,
4,63,0.59375,0.5528199672698975,,
4,64,0.78125,0.49255889654159546,,
4,65,0.875,0.31131288409233093,,
4,66,0.84375,0.3118194043636322,,
4,67,0.78125,0.4758990406990051,,
4,68,0.875,0.35202929377555847,,
4,69,0.71875,0.7748314142227173,,
4,70,0.875,0.354242205619812,,
4,71,0.6875,0.6964231729507446,,
4,72,0.65625,0.6527491211891174,,
4,73,0.75,0.5409504175186157,,
4,74,0.9166666865348816,0.3378208577632904,,
4,74,,,0.7402597665786743,0.5256752371788025
5,75,0.65625,0.5752354860305786,,
5,76,0.75,0.4613189995288849,,
5,77,0.875,0.37658265233039856,,
5,78,0.8125,0.41932451725006104,,
5,79,0.625,0.7484880089759827,,
5,80,0.75,0.4315449893474579,,
5,81,0.71875,0.5803850889205933,,
5,82,0.8125,0.45194199681282043,,
5,83,0.78125,0.5894390940666199,,
5,84,0.6875,0.5734150409698486,,
5,85,0.84375,0.414467990398407,,
5,86,0.8125,0.40759432315826416,,
5,87,0.8125,0.46749430894851685,,
5,88,0.71875,0.49844515323638916,,
5,89,0.8333333134651184,0.3581062853336334,,
5,89,,,0.7857142686843872,0.4337622821331024
6,90,0.875,0.3526388108730316,,
6,91,0.90625,0.4368494749069214,,
6,92,0.71875,0.5599149465560913,,
6,93,0.8125,0.4770916700363159,,
6,94,0.6875,0.48071229457855225,,
6,95,0.84375,0.3564514219760895,,
6,96,0.84375,0.48615068197250366,,
6,97,0.65625,0.5419933199882507,,
6,98,0.71875,0.4476451873779297,,
6,99,0.6875,0.5750948190689087,,
6,100,0.75,0.4493902623653412,,
6,101,0.78125,0.39097651839256287,,
6,102,0.78125,0.4851441979408264,,
6,103,0.71875,0.5398378372192383,,
6,104,0.8333333134651184,0.3673228323459625,,
6,104,,,0.7597402334213257,0.45262035727500916
7,105,0.8125,0.3580296039581299,,
7,106,0.78125,0.41112199425697327,,
7,107,0.90625,0.36995625495910645,,
7,108,0.84375,0.4382416307926178,,
7,109,0.8125,0.4484265148639679,,
7,110,0.78125,0.45816320180892944,,
7,111,0.8125,0.5104465484619141,,
7,112,0.78125,0.5096959471702576,,
7,113,0.75,0.5124962329864502,,
7,114,0.8125,0.3160005807876587,,
7,115,0.8125,0.44129711389541626,,
7,116,0.71875,0.5487422943115234,,
7,117,0.75,0.4769493341445923,,
7,118,0.6875,0.5404431819915771,,
7,119,0.8333333134651184,0.3843545913696289,,
7,119,,,0.7467532753944397,0.4468027949333191
8,120,0.8125,0.3201748728752136,,
8,121,0.84375,0.4136315584182739,,
8,122,0.75,0.4761420488357544,,
8,123,0.6875,0.46756505966186523,,
8,124,0.75,0.5060137510299683,,
8,125,0.875,0.3456169366836548,,
8,126,0.96875,0.23190797865390778,,
8,127,0.84375,0.35771408677101135,,
8,128,0.875,0.4192013442516327,,
8,129,0.84375,0.3992079496383667,,
8,130,0.78125,0.7311426401138306,,
8,131,0.71875,0.48910367488861084,,
8,132,0.71875,0.4561205506324768,,
8,133,0.71875,0.459312379360199,,
8,134,0.75,0.5837741494178772,,
8,134,,,0.7532467246055603,0.4641130268573761
9,135,0.8125,0.43727749586105347,,
9,136,0.78125,0.4062623381614685,,
9,137,0.78125,0.48620209097862244,,
9,138,0.8125,0.5230131149291992,,
9,139,0.8125,0.5129237771034241,,
9,140,0.90625,0.3981875777244568,,
9,141,0.9375,0.3646865487098694,,
9,142,0.8125,0.37990930676460266,,
9,143,0.8125,0.574699878692627,,
9,144,0.78125,0.4569563567638397,,
9,145,0.875,0.37633949518203735,,
9,146,0.78125,0.4277055263519287,,
9,147,0.75,0.4926297068595886,,
9,148,0.8125,0.37533843517303467,,
9,149,1.0,0.17750029265880585,,
9,149,,,0.7792207598686218,0.47132208943367004
10,150,0.8125,0.38078150153160095,,
10,151,0.875,0.33038201928138733,,
10,152,0.84375,0.36094990372657776,,
10,153,0.84375,0.33942657709121704,,
10,154,0.8125,0.4456932842731476,,
10,155,0.625,0.8120697736740112,,
10,156,0.75,0.5118640661239624,,
10,157,0.75,0.48747920989990234,,
10,158,0.8125,0.4219664931297302,,
10,159,0.84375,0.35284268856048584,,
10,160,0.75,0.5237904191017151,,
10,161,0.90625,0.3954688012599945,,
10,162,0.6875,0.518119215965271,,
10,163,0.8125,0.483943909406662,,
10,164,0.75,0.4994663894176483,,
10,164,,,0.7792207598686218,0.4541108310222626
11,165,0.78125,0.4377148747444153,,
