epoch,step,train_acc,train_loss,val_acc,val_loss
0,0,0.40625,0.7072372436523438,,
0,1,0.4375,0.7013712525367737,,
0,2,0.21875,0.7168939709663391,,
0,3,0.21875,0.6978497505187988,,
0,4,0.625,0.6831796169281006,,
0,5,0.65625,0.6679858565330505,,
0,6,0.5625,0.6848680973052979,,
0,7,0.71875,0.6265601515769958,,
0,8,0.65625,0.6454412937164307,,
0,9,0.625,0.6617892384529114,,
0,10,0.78125,0.5559401512145996,,
0,11,0.59375,0.6954157948493958,,
0,12,0.53125,0.7565391659736633,,
0,13,0.65625,0.648949146270752,,
0,14,0.6666666865348816,0.6406025290489197,,
0,14,,,0.649350643157959,0.656463086605072
1,15,0.5625,0.7377538681030273,,
1,16,0.625,0.6763520240783691,,
1,17,0.6875,0.6197990775108337,,
1,18,0.53125,0.7522611021995544,,
1,19,0.65625,0.6400550603866577,,
1,20,0.625,0.6650238037109375,,
1,21,0.625,0.6608291864395142,,
1,22,0.6875,0.6187726259231567,,
1,23,0.625,0.656318187713623,,
1,24,0.8125,0.5523900985717773,,
1,25,0.6875,0.6218317151069641,,
1,26,0.46875,0.7391788959503174,,
1,27,0.71875,0.6047927141189575,,
1,28,0.6875,0.622342050075531,,
1,29,1.0,0.4626523554325104,,
1,29,,,0.649350643157959,0.6349536776542664
2,30,0.59375,0.6657190322875977,,
2,31,0.71875,0.597641110420227,,
2,32,0.6875,0.6069000959396362,,
2,33,0.5625,0.6934643983840942,,
2,34,0.625,0.6554639935493469,,
2,35,0.65625,0.6157243847846985,,
2,36,0.5625,0.6902004480361938,,
2,37,0.75,0.5327103137969971,,
2,38,0.75,0.5532760620117188,,
2,39,0.625,0.6459091305732727,,
2,40,0.625,0.6266989707946777,,
2,41,0.59375,0.6089329123497009,,
2,42,0.71875,0.5297642946243286,,
2,43,0.6875,0.5326988697052002,,
2,44,0.5833333134651184,0.6814653277397156,,
2,44,,,0.649350643157959,0.5324864387512207
3,45,0.6875,0.5573223829269409,,
3,46,0.71875,0.46203455328941345,,
3,47,0.5625,0.6112086772918701,,
3,48,0.65625,0.5037664175033569,,
3,49,0.65625,0.511804461479187,,
3,50,0.625,0.4510152041912079,,
3,51,0.53125,0.6517535448074341,,
3,52,0.71875,0.5206001996994019,,
3,53,0.78125,0.45058301091194153,,
3,54,0.59375,0.7058446407318115,,
3,55,0.6875,0.5079408884048462,,
3,56,0.625,0.5343143939971924,,
3,57,0.75,0.4001234173774719,,
3,58,0.71875,0.4752204418182373,,
3,59,0.75,0.4596865177154541,,
3,59,,,0.7467532753944397,0.44432246685028076
4,60,0.71875,0.6365516185760498,,
4,61,0.6875,0.49568572640419006,,
4,62,0.875,0.39468327164649963,,
4,63,0.78125,0.4419323205947876,,
4,64,0.65625,0.5300906896591187,,
4,65,0.71875,0.5647673010826111,,
4,66,0.78125,0.4661383628845215,,
4,67,0.59375,0.6999584436416626,,
4,68,0.75,0.5438975095748901,,
4,69,0.71875,0.4925457239151001,,
4,70,0.8125,0.4267142713069916,,
4,71,0.6875,0.48877227306365967,,
4,72,0.6875,0.5432706475257874,,
4,73,0.8125,0.39914149045944214,,
4,74,0.8333333134651184,0.32939282059669495,,
4,74,,,0.7532467246055603,0.46971961855888367
5,75,0.8125,0.5107194781303406,,
5,76,0.84375,0.3566635847091675,,
5,77,0.65625,0.6767551898956299,,
5,78,0.75,0.4572606384754181,,
5,79,0.625,0.546135663986206,,
5,80,0.75,0.4474134147167206,,
5,81,0.78125,0.47089168429374695,,
5,82,0.65625,0.548833966255188,,
5,83,0.78125,0.49155193567276,,
5,84,0.71875,0.5864226818084717,,
5,85,0.71875,0.5104506611824036,,
5,86,0.625,0.5544756650924683,,
5,87,0.625,0.5442891120910645,,
5,88,0.71875,0.542100727558136,,
5,89,0.8333333134651184,0.4771786630153656,,
5,89,,,0.7597402334213257,0.46773096919059753
6,90,0.84375,0.3615209460258484,,
6,91,0.71875,0.5361891984939575,,
6,92,0.78125,0.3650341033935547,,
6,93,0.71875,0.5066986083984375,,
6,94,0.65625,0.6084079742431641,,
6,95,0.78125,0.5429351329803467,,
6,96,0.75,0.42723503708839417,,
6,97,0.78125,0.4455779492855072,,
6,98,0.75,0.5513536334037781,,
6,99,0.875,0.3909496068954468,,
6,100,0.78125,0.4170728325843811,,
6,101,0.78125,0.5009979605674744,,
6,102,0.875,0.4404888153076172,,
