epoch,step,train_acc,train_loss,val_acc,val_loss
0,0,0.34375,0.7222903966903687,,
0,1,0.1875,0.740011990070343,,
0,2,0.34375,0.7064342498779297,,
0,3,0.25,0.6952650547027588,,
0,4,0.59375,0.6851873993873596,,
0,5,0.65625,0.6686532497406006,,
0,6,0.625,0.6678380966186523,,
0,7,0.75,0.6176611185073853,,
0,8,0.65625,0.64661705493927,,
0,9,0.40625,0.7860449552536011,,
0,10,0.625,0.6626437902450562,,
0,11,0.53125,0.728101372718811,,
0,12,0.625,0.6650103330612183,,
0,13,0.75,0.574032187461853,,
0,14,0.75,0.5720155835151672,,
0,14,,,0.649350643157959,0.6500136256217957
1,15,0.6875,0.6194684505462646,,
1,16,0.78125,0.5419979095458984,,
1,17,0.625,0.6748325228691101,,
1,18,0.59375,0.7034643888473511,,
1,19,0.78125,0.5368525981903076,,
1,20,0.625,0.6777070760726929,,
1,21,0.65625,0.6480478048324585,,
1,22,0.625,0.6770545244216919,,
1,23,0.71875,0.591951310634613,,
1,24,0.65625,0.6468212604522705,,
1,25,0.53125,0.7529047727584839,,
1,26,0.625,0.6698012351989746,,
1,27,0.625,0.6663656830787659,,
1,28,0.46875,0.7789407968521118,,
1,29,1.0,0.40828344225883484,,
1,29,,,0.649350643157959,0.642318844795227
2,30,0.5625,0.700556755065918,,
2,31,0.75,0.5808168649673462,,
2,32,0.59375,0.6760106086730957,,
2,33,0.5625,0.6900078058242798,,
2,34,0.75,0.5854018926620483,,
2,35,0.53125,0.7080388069152832,,
2,36,0.5,0.7238283157348633,,
2,37,0.625,0.6513245105743408,,
2,38,0.6875,0.6259059309959412,,
2,39,0.625,0.6466807126998901,,
2,40,0.8125,0.5698375701904297,,
2,41,0.6875,0.6118292808532715,,
2,42,0.65625,0.6250848770141602,,
2,43,0.75,0.5766676068305969,,
2,44,0.75,0.576979398727417,,
2,44,,,0.649350643157959,0.6166049242019653
3,45,0.625,0.6299561262130737,,
3,46,0.75,0.5617939233779907,,
3,47,0.625,0.6246594190597534,,
3,48,0.65625,0.6190376281738281,,
3,49,0.59375,0.6431683301925659,,
3,50,0.78125,0.5121775269508362,,
3,51,0.53125,0.6953585743904114,,
3,52,0.65625,0.6100785136222839,,
3,53,0.6875,0.5200044512748718,,
3,54,0.78125,0.4651893973350525,,
3,55,0.625,0.5969124436378479,,
3,56,0.65625,0.5436992049217224,,
3,57,0.625,0.5824419856071472,,
3,58,0.5,0.6442998647689819,,
3,59,0.75,0.4985683262348175,,
3,59,,,0.649350643157959,0.49649715423583984
4,60,0.625,0.5982367992401123,,
4,61,0.65625,0.5507557392120361,,
4,62,0.53125,0.5424178838729858,,
4,63,0.625,0.5537928938865662,,
4,64,0.6875,0.552253782749176,,
4,65,0.78125,0.5640130043029785,,
4,66,0.5625,0.5338525772094727,,
4,67,0.875,0.37884318828582764,,
4,68,0.78125,0.33790379762649536,,
4,69,0.78125,0.5106029510498047,,
4,70,0.875,0.55837082862854,,
4,71,0.84375,0.5015439987182617,,
4,72,0.71875,0.583974301815033,,
4,73,0.78125,0.3932644724845886,,
4,74,0.9166666865348816,0.3270948827266693,,
4,74,,,0.7142857313156128,0.5152111649513245
5,75,0.78125,0.5338490009307861,,
5,76,0.625,0.5900107622146606,,
5,77,0.78125,0.467794805765152,,
5,78,0.625,0.5725035667419434,,
5,79,0.9375,0.3479008078575134,,
5,80,0.8125,0.49748486280441284,,
5,81,0.6875,0.6269063949584961,,
5,82,0.65625,0.5901973247528076,,
5,83,0.875,0.28596529364585876,,
5,84,0.71875,0.57735276222229,,
5,85,0.625,0.6749095320701599,,
5,86,0.71875,0.5048654079437256,,
5,87,0.75,0.49676790833473206,,
5,88,0.65625,0.566745400428772,,
5,89,1.0,0.23410892486572266,,
5,89,,,0.7792207598686218,0.4401973485946655
6,90,0.78125,0.4704398512840271,,
6,91,0.90625,0.3119804263114929,,
6,92,0.875,0.328980028629303,,
6,93,0.75,0.5832030177116394,,
6,94,0.875,0.3683370351791382,,
6,95,0.84375,0.3796689808368683,,
6,96,0.8125,0.5879892706871033,,
6,97,0.6875,0.739699125289917,,
6,98,0.625,0.5458601713180542,,
6,99,0.78125,0.4544566571712494,,
6,100,0.8125,0.4821116626262665,,
6,101,0.75,0.5396149754524231,,
6,102,0.84375,0.4263453483581543,,
6,103,0.65625,0.574265718460083,,
6,104,0.5833333134651184,0.5842097401618958,,
6,104,,,0.7727272510528564,0.49172013998031616
7,105,0.65625,0.6508173942565918,,
7,106,0.8125,0.4439575970172882,,
7,107,0.90625,0.37149757146835327,,
7,108,0.75,0.5810170769691467,,
7,109,0.75,0.5252412557601929,,
7,110,0.875,0.4128243625164032,,
7,111,0.75,0.6599934101104736,,
7,112,0.90625,0.27869224548339844,,
7,113,0.875,0.3279810845851898,,
7,114,0.71875,0.48960524797439575,,
7,115,0.8125,0.4060913920402527,,
7,116,0.71875,0.5107249617576599,,
7,117,0.875,0.37168407440185547,,
7,118,0.6875,0.45044755935668945,,
7,119,1.0,0.1660817414522171,,
7,119,,,0.7727272510528564,0.4404160678386688
8,120,0.71875,0.4889998435974121,,
8,121,0.8125,0.39918556809425354,,
8,122,0.78125,0.49860280752182007,,
8,123,0.90625,0.36896687746047974,,
8,124,0.78125,0.6177011728286743,,
8,125,0.78125,0.5058159828186035,,
8,126,0.8125,0.4590214490890503,,
8,127,0.84375,0.36908572912216187,,
8,128,0.78125,0.40797024965286255,,
8,129,0.84375,0.3434087336063385,,
8,130,0.71875,0.49695295095443726,,
8,131,0.75,0.46397918462753296,,
8,132,0.6875,0.5299069285392761,,
8,133,0.875,0.31183305382728577,,
8,134,0.75,0.3565308153629303,,
8,134,,,0.7792207598686218,0.43349823355674744
9,135,0.71875,0.49561983346939087,,
9,136,0.96875,0.26764702796936035,,
9,137,0.71875,0.5103737115859985,,
9,138,0.90625,0.2762322425842285,,
9,139,0.78125,0.5084786415100098,,
9,140,0.78125,0.40525001287460327,,
9,141,0.78125,0.38278624415397644,,
9,142,0.8125,0.4114760160446167,,
9,143,0.78125,0.4862842261791229,,
9,144,0.84375,0.35919708013534546,,
9,145,0.65625,0.6206718683242798,,
9,146,0.84375,0.4028118848800659,,
9,147,0.78125,0.41124090552330017,,
9,148,0.8125,0.39454522728919983,,
9,149,0.8333333134651184,0.36251530051231384,,
9,149,,,0.7727272510528564,0.4321974813938141
10,150,0.78125,0.48434963822364807,,
10,151,0.875,0.3317984938621521,,
10,152,0.90625,0.2891586720943451,,
10,153,0.8125,0.42055433988571167,,
10,154,0.84375,0.3518242835998535,,
10,155,0.75,0.4357816278934479,,
10,156,0.875,0.3206629753112793,,
10,157,0.78125,0.41667813062667847,,
10,158,0.84375,0.3899309039115906,,
10,159,0.78125,0.45384925603866577,,
10,160,0.84375,0.328071653842926,,
10,161,0.78125,0.48171401023864746,,
10,162,0.71875,0.5356438755989075,,
10,163,0.78125,0.4507095217704773,,
10,164,0.8333333134651184,0.462744802236557,,
10,164,,,0.7727272510528564,0.4583503305912018
11,165,0.8125,0.49371078610420227,,
11,166,0.875,0.29758769273757935,,
11,167,0.78125,0.4132150113582611,,
11,168,0.8125,0.37639760971069336,,
11,169,0.75,0.5619721412658691,,
11,170,0.875,0.3098960220813751,,
11,171,0.84375,0.3082196116447449,,
11,172,0.75,0.4501406252384186,,
11,173,0.78125,0.42724668979644775,,
11,174,0.84375,0.40304529666900635,,
11,175,0.8125,0.39375656843185425,,
11,176,0.96875,0.23750698566436768,,
11,177,0.71875,0.6461892127990723,,
11,178,0.84375,0.3201833963394165,,
11,179,0.6666666865348816,0.44137147068977356,,
11,179,,,0.7597402334213257,0.47128820419311523
12,180,0.84375,0.324753075838089,,
12,181,0.90625,0.3181617259979248,,
12,182,0.875,0.2959848642349243,,
12,183,0.75,0.5182793140411377,,
12,184,0.71875,0.49788931012153625,,
12,185,0.875,0.2502288520336151,,
12,186,0.78125,0.4666345715522766,,
12,187,0.8125,0.3744428753852844,,
12,188,0.84375,0.4399321973323822,,
12,189,0.84375,0.39595404267311096,,
12,190,0.71875,0.6355587244033813,,
12,191,0.6875,0.4278157353401184,,
12,192,0.875,0.3153601884841919,,
12,193,0.75,0.39357370138168335,,
12,194,0.9166666865348816,0.2503699064254761,,
12,194,,,0.7857142686843872,0.5347458124160767
13,195,0.78125,0.5967917442321777,,
13,196,0.75,0.6322261095046997,,
13,197,0.84375,0.4166106581687927,,
13,198,0.65625,0.6338698863983154,,
13,199,0.8125,0.3298810124397278,,
13,200,0.875,0.35368746519088745,,
13,201,0.78125,0.45215022563934326,,
13,202,0.8125,0.42063695192337036,,
13,203,0.8125,0.43645888566970825,,
13,204,0.875,0.46133995056152344,,
13,205,0.8125,0.43334704637527466,,
13,206,0.875,0.3559824824333191,,
13,207,0.90625,0.34854406118392944,,
13,208,0.96875,0.28447824716567993,,
13,209,0.8333333134651184,0.3361183702945709,,
13,209,,,0.7597402334213257,0.5156258940696716
14,210,0.8125,0.4368925094604492,,
14,211,0.6875,0.6711459159851074,,
14,212,0.6875,0.6640524864196777,,
14,213,0.90625,0.3629334270954132,,
14,214,0.8125,0.3985476493835449,,
14,215,0.875,0.32521581649780273,,
14,216,0.78125,0.498751163482666,,
14,217,0.8125,0.4291321635246277,,
14,218,0.90625,0.29267704486846924,,
14,219,0.84375,0.3913106918334961,,
14,220,0.9375,0.267960786819458,,
